ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,coordinates
9FL0,small_airport,Suwannee Belle Airport,50,NA,US,US-FL,Live Oak,9FL0,,9FL0,"-83.08540344238281, 30.09239959716797"
9FL1,small_airport,Flying W Airranch Airport,58,NA,US,US-FL,Bushnell,9FL1,,9FL1,"-82.15760040283203, 28.6835994720459"
9FL2,small_airport,Saranac Farm Airport,230,NA,US,US-FL,Havana,9FL2,,9FL2,"-84.47470092773438, 30.65250015258789"
9FL5,small_airport,Shady Bend Airport,25,NA,US,US-FL,Bell,9FL5,,9FL5,"-82.92569732666016, 29.81410026550293"
9FL7,small_airport,Oasis Ranger Station-U.S. Government Airport,10,NA,US,US-FL,Everglades City,9FL7,,9FL7,"-81.03450012207031, 25.8572998046875"
9FL8,small_airport,Finlayson Farm Airport,150,NA,US,US-FL,Greenville,9FL8,,9FL8,"-83.65239715576172, 30.616600036621094"
9G0,small_airport,Buffalo Airfield,670,NA,US,US-NY,Buffalo,9G0,,9G0,"-78.71659851074219, 42.86199951171875"
9G1,small_airport,Rock Airport,1063,NA,US,US-PA,Pittsburgh,9G1,,9G1,"-79.82060242, 40.60419846"
9G5,small_airport,Royalton Airport,628,NA,US,US-NY,Gasport,9G5,,9G5,"-78.55780029296875, 43.18199920654297"
9G6,small_airport,Pine Hill Airport,669,NA,US,US-NY,Albion,9G6,,9G6,"-78.27459716796875, 43.173500061035156"
9G9,small_airport,Gackle Municipal Airport,1904,NA,US,US-ND,Gackle,9G9,,9G9,"-99.16709899902344, 46.616600036621094"
9GA0,small_airport,Brown Field,864,NA,US,US-GA,Zebulon,9GA0,,9GA0,"-84.34239959716797, 33.057098388671875"
9GA1,small_airport,Briar Patch Airport,100,NA,US,US-GA,Clyo,9GA1,,9GA1,"-81.33689880371094, 32.44889831542969"
9GA2,small_airport,Berg Park Aerodrome,15,NA,US,US-GA,Midway,9GA2,,9GA2,"-81.3975, 31.8025"
9GA3,small_airport,Young Airport,401,NA,US,US-GA,Dawson,9GA3,,9GA3,"-84.4815979004, 31.8395996094"
9GA5,small_airport,Lowell Field,475,NA,US,US-GA,Americus,9GA5,,9GA5,"-84.29019927978516, 32.05820083618164"
9GA6,small_airport,Brookline - Meadowmere Airport,500,NA,US,US-GA,Milledgeville,9GA6,,9GA6,"-83.40470123290001, 33.0978012085"
9GA8,small_airport,Chinaberry Ranch Airport,295,NA,US,US-GA,East Dublin,9GA8,,9GA8,"-82.8989028930664, 32.693599700927734"
9GA9,small_airport,Deerfield Landing Airport,445,NA,US,US-GA,Eatonton,9GA9,,9GA9,"-83.31719970703125, 33.218101501464844"
9GE7,small_airport,Neely Farms Airport,720,NA,US,US-GA,Covington,9GE7,,9GE7,"-83.791944, 33.531389"
9I0,small_airport,Havana Regional Airport,499,NA,US,US-IL,Havana,9I0,,9I0,"-90.02290344238281, 40.22200012207031"
9I3,small_airport,West Liberty Airport,934,NA,US,US-KY,West Liberty,9I3,,9I3,"-83.2520980834961, 37.91450119018555"
9II0,small_airport,Shaffer Airport,940,NA,US,US-IN,Merriam,9II0,,9II0,"-85.4385986328125, 41.282501220703125"
9II1,small_airport,Short Stop Airport,395,NA,US,US-IN,Hatfield,9II1,,9II1,"-87.2177963256836, 37.89970016479492"
9II2,small_airport,Nelund Field,750,NA,US,US-IN,Mishawaka,9II2,,9II2,"-86.15499877929688, 41.6875"
9II3,small_airport,Dillon Airport,700,NA,US,US-IN,North Liberty,9II3,,9II3,"-86.47219848632812, 41.5625"
9II4,small_airport,Cruzan Field,845,NA,US,US-IN,Arcadia,9II4,,9II4,"-85.9447021484375, 40.17250061035156"
9II8,small_airport,Francis Airport,920,NA,US,US-IN,Holton,9II8,,9II8,"-85.37110137939453, 39.08610153198242"
9IL0,small_airport,Villiger Restricted Landing Area,500,NA,US,US-IL,Henry,9IL0,,9IL0,"-89.38619995117188, 41.09450149536133"
9IL2,small_airport,Routh Airport,668,NA,US,US-IL,St Joseph,9IL2,,9IL2,"-88.02639770507812, 40.064998626708984"
9IL3,small_airport,Wm Quinton Restricted Landing Area,715,NA,US,US-IL,Heyworth,9IL3,,9IL3,"-89.029296875, 40.28200149536133"
9IL4,small_airport,Thompson Airport,790,NA,US,US-IL,Steward,9IL4,,9IL4,"-89.04810333251953, 41.80720138549805"
9IL6,small_airport,Weishaupt Airport,650,NA,US,US-IL,Mackinaw,9IL6,,9IL6,"-89.36730194091797, 40.513099670410156"
9IL7,small_airport,Black Airport,580,NA,US,US-IL,Hillsdale,9IL7,,9IL7,"-90.18209838867188, 41.50979995727539"
9IN2,small_airport,New Liberty Field,810,NA,US,US-IN,New Liberty,9IN2,,9IN2,"-85.86530303955078, 38.55830001831055"
9IN3,small_airport,Johnsons Strawberry Farm Airport,620,NA,US,US-IN,Hobart,9IN3,,9IN3,"-87.22640228271484, 41.55690002441406"
9IN4,small_airport,Bandmill Field,400,NA,US,US-IN,Decker,9IN4,,9IN4,"-87.59190368652344, 38.53419876098633"
9IN6,small_airport,Garrard Airport,550,NA,US,US-IN,Montezuma,9IN6,,9IN6,"-87.33940124511719, 39.84080123901367"
9IN7,small_airport,Zupancic Field,660,NA,US,US-IN,Morgantown,9IN7,,9IN7,"-86.30690002441406, 39.354698181152344"
9IN8,small_airport,Green Field,890,NA,US,US-IN,Churubusco,9IN8,,9IN8,"-85.35810089111328, 41.22919845581055"
9IN9,small_airport,Gessie Airport,635,NA,US,US-IN,Gessie,9IN9,,9IN9,"-87.51529693603516, 40.07780075073242"
9IS0,small_airport,Cedar Ridge Airport,680,NA,US,US-IL,Nauvoo,9IS0,,9IS0,"-91.33070373535156, 40.54309844970703"
9IS2,small_airport,Schertz Field,758,NA,US,US-IL,Gibson City,9IS2,,9IS2,"-88.2676010131836, 40.482200622558594"
9IS5,small_airport,J & Y Ultralightport,786,NA,US,US-IL,Dixon,9IS5,,9IS5,"-89.40730285644531, 41.85810089111328"
9IS9,small_airport,Johnston Airport,785,NA,US,US-IL,Heyworth,9IS9,,9IS9,"-88.9553985596, 40.3344993591"
9K0,small_airport,Chase County Airport,1273,NA,US,US-KS,Cottonwood Falls,9K0,,9K0,"-96.55449676513672, 38.35860061645508"
9K1,small_airport,Wilroads Gardens Airport,2440,NA,US,US-KS,Dodge City,9K1,,9K1,"-99.92620086669922, 37.722801208496094"
9K5,small_airport,Slater Memorial Airport,860,NA,US,US-MO,Slater,9K5,,9K5,"-93.07240295410156, 39.22919845581055"
9K6,small_airport,Patty Field,1385,NA,US,US-KS,El Dorado,9K6,,9K6,"-96.79900360107422, 37.80039978027344"
9KS1,small_airport,Hartland Airport,993,NA,US,US-KS,Wellsville,9KS1,,9KS1,"-95.0922222, 38.6594444"
9KS4,small_airport,Rose Port Inc Airport,1500,NA,US,US-KS,Ionia,9KS4,,9KS4,"-98.359802, 39.636395"
9KS6,small_airport,Lundgren Hereford Ranch Airport,2600,NA,US,US-KS,Gove,9KS6,,9KS6,"-100.57099914550781, 38.8130989074707"
9KS7,small_airport,Miller Airport,1000,NA,US,US-KS,Harris,9KS7,,9KS7,"-95.44329833984375, 38.277801513671875"
9KS9,small_airport,Dmh Airport,1272,NA,US,US-KS,Salina,9KS9,,9KS9,"-97.61830139160156, 38.79079818725586"
9KY9,small_airport,Paintsville-Prestonsburg-Combs Field,624,NA,US,US-KY,Paintsville,9KY9,,9KY9,"-82.77909851070001, 37.7458992004"
9LA1,small_airport,Turkey Creek Lake Airport,67,NA,US,US-LA,Wisner,9LA1,,9LA1,"-91.7593002319336, 31.90679931640625"
9LA2,small_airport,Norris Airstrip,70,NA,US,US-LA,Newellton,9LA2,,9LA2,"-91.41120147705078, 32.14039993286133"
9LA6,small_airport,Chandler Airport,82,NA,US,US-LA,Alexandria,9LA6,,9LA6,"-92.611504, 31.306801"
9LA9,small_airport,Skyline Airpark,200,NA,US,US-LA,Amite,9LA9,,9LA9,"-90.45010375976562, 30.73349952697754"
9LL0,small_airport,Krutmeier Airport,715,NA,US,US-IL,Payson,9LL0,,9LL0,"-91.22100067138672, 39.81999969482422"
9LL2,small_airport,Hepp Airport,505,NA,US,US-IL,Cutler,9LL2,,9LL2,"-89.57929992675781, 38.03369903564453"
9LL5,small_airport,Tommy's Airpark,595,NA,US,US-IL,Edinburg,9LL5,,9LL5,"-89.45860290527344, 39.651100158691406"
9LL9,small_airport,Townley Farms Airport,700,NA,US,US-IL,Mattoon,9LL9,,9LL9,"-88.46939849853516, 39.48469924926758"
9LS1,small_airport,Bayou Meadows Airport,85,NA,US,US-LA,Darnell,9LS1,,9LS1,"-91.3833999633789, 32.70009994506836"
9LS5,small_airport,Red Beard Dusting Service Airport,86,NA,US,US-LA,Tallulah,9LS5,,9LS5,"-91.12789916992188, 32.28350067138672"
9LS9,small_airport,4B Ranch Airport,80,NA,US,US-LA,Tendal,9LS9,,9LS9,"-91.34870147705078, 32.4099006652832"
9MD9,small_airport,G W Farm Airport,50,NA,US,US-MD,Denton,9MD9,,9MD9,"-75.68930053710938, 38.85200119018555"
9MI2,small_airport,Newport Woods Airport,593,NA,US,US-MI,Newport,9MI2,,9MI2,"-83.30760192871094, 41.98789978027344"
9MI5,small_airport,Grass Roots STOLport,780,NA,US,US-MI,Millington,9MI5,,9MI5,"-83.52439880371094, 43.23780059814453"
9MI6,small_airport,Trollman's Field,990,NA,US,US-MI,Fenton,9MI6,,9MI6,"-83.75499725341797, 42.739200592041016"
9MN1,small_airport,Troll Farm Airport,960,NA,US,US-MN,Cambridge,9MN1,,9MN1,"-93.19740295410156, 45.61159896850586"
9MN3,small_airport,Barnesville Municipal Airport,980,NA,US,US-MN,Barnesville,9MN3,,9MN3,"-96.44120025634766, 46.665199279785156"
9MN5,small_airport,Janssen Airport,1100,NA,US,US-MN,Barnesville,9MN5,,9MN5,"-96.35150146484375, 46.71189880371094"
9MN6,small_airport,Merill L Harris Field,800,NA,US,US-MN,Jordan,9MN6,,9MN6,"-93.69969940185547, 44.64339828491211"
9MO3,small_airport,Lawlor-Justus Airport,1100,NA,US,US-MO,Faucett,9MO3,,9MO3,"-94.8135986328125, 39.641700744628906"
9MO4,small_airport,Worth Airport,1130,NA,US,US-MO,Savannah,9MO4,,9MO4,"-94.8739013671875, 39.97919845581055"
9MO5,small_airport,Hindman Airport,1380,NA,US,US-MO,Sparta,9MO5,,9MO5,"-93.09929657, 37.06119919"
9MO6,small_airport,Ivy Bend Airport,690,NA,US,US-MO,Stover,9MO6,,9MO6,"-92.99240112304688, 38.19309997558594"
9MO9,small_airport,Eagle Lodge Airport,650,NA,US,US-MO,Sumner,9MO9,,9MO9,"-93.25019836425781, 39.54999923706055"
9MS9,small_airport,Beets Airport,238,NA,US,US-MS,Columbia,9MS9,,9MS9,"-89.749755, 31.202544"
9MT8,small_airport,Monger Airport,4550,NA,US,US-MT,Bozeman,9MT8,,9MT8,"-111.08300018310547, 45.75809860229492"
9MT9,small_airport,Mc Kenna Airport,4450,NA,US,US-MT,Belgrade,9MT9,,9MT9,"-111.125, 45.7907981873"
9N1,small_airport,Vansant Airport,390,NA,US,US-PA,Erwinna,9N1,,9N1,"-75.09960174560547, 40.48429870605469"
9N3,small_airport,Seamans Field,1209,NA,US,US-PA,Factoryville,9N3,,9N3,"-75.756103515625, 41.58940124511719"
9N7,small_airport,Farmers Pride Airport,495,NA,US,US-PA,Fredericksburg,9N7,,9N7,"-76.44159698486328, 40.442901611328125"
9NA4,small_airport,Bodmer Airport,1885,NA,US,US-ND,Kenmare,9NA4,,9NA4,"-101.89099884033203, 48.666099548339844"
9NC0,small_airport,Raleigh East Airport,313,NA,US,US-NC,Knightdale,9NC0,,9NC0,"-78.43699645996094, 35.797698974609375"
9NC2,small_airport,Flyers Airpark,115,NA,US,US-NC,Linden,9NC2,,9NC2,"-78.79640197753906, 35.21820068359375"
9NC3,small_airport,Edwards Airport,640,NA,US,US-NC,Monroe,9NC3,,9NC3,"-80.56639862060547, 35.07080078125"
9NC4,small_airport,Jiles Field,75,NA,US,US-NC,Gates,9NC4,,9NC4,"-76.66419982910156, 36.5093994140625"
9NC6,small_airport,Sandy Run Acres Airport,60,NA,US,US-NC,Maco,9NC6,,9NC6,"-78.16079711914062, 34.274898529052734"
9NC7,small_airport,Willow Creek Airport,572,NA,US,US-NC,Mt Pleasant,9NC7,,9NC7,"-80.44000244140625, 35.36970138549805"
9NC8,small_airport,Eagles Landing Airport,430,NA,US,US-NC,Pittsboro,9NC8,,9NC8,"-79.21880340576172, 35.6869010925293"
9NC9,small_airport,Meylor Field,910,NA,US,US-NC,Greensboro,9NC9,,9NC9,"-79.8949966430664, 36.21009826660156"
9ND1,small_airport,Elliott Farms Airport,808,NA,US,US-ND,Drayton,9ND1,,9ND1,"-97.26840209960938, 48.64799880981445"
9ND8,small_airport,Hinkle Airport,908,NA,US,US-ND,Cavalier,9ND8,,9ND8,"-97.67230224609375, 48.785499572753906"
9NE1,small_airport,El-Co Airport,3650,NA,US,US-NE,Brule,9NE1,,9NE1,"-101.927001953125, 41.14440155029297"
9NE2,small_airport,Folkerts Airport,1610,NA,US,US-NE,Carleton,9NE2,,9NE2,"-97.72250366210938, 40.29169845581055"
9NE3,small_airport,Davis Ranch Airport,3768,NA,US,US-NE,Hyannis,9NE3,,9NE3,"-101.78900146484375, 42.1875"
9NE4,small_airport,Johnston Field,1800,NA,US,US-NE,Lindsay,9NE4,,9NE4,"-97.74449920654297, 41.70330047607422"
9NE6,small_airport,Bates Airpark,1250,NA,US,US-NE,Omaha,9NE6,,9NE6,"-96.08809661865234, 41.33829879760742"
9NE7,small_airport,Bay Field,3000,NA,US,US-NE,Stapleton,9NE7,,9NE7,"-100.48400115966797, 41.43330001831055"
9NE8,small_airport,Brosius Field,3010,NA,US,US-NE,Stapleton,9NE8,,9NE8,"-100.47899627685547, 41.40169906616211"
9NE9,small_airport,Dog Leg Airport,1500,NA,US,US-NE,Hebron,9NE9,,9NE9,"-97.56700134277344, 40.194400787353516"
9NJ5,small_airport,Stallone Airport,80,NA,US,US-NJ,Harrisonville,9NJ5,,9NJ5,"-75.25240325927734, 39.68009948730469"
9NJ6,small_airport,Halka Nurseries Airport,10,NA,US,US-NJ,Fairton,9NJ6,,9NJ6,"-75.26830291748047, 39.36640167236328"
9NJ8,small_airport,High Meadow Farms Airport,630,NA,US,US-NJ,Hope,9NJ8,,9NJ8,"-74.99960327148438, 40.89590072631836"
9NK4,small_airport,Greig Farm Airport,215,NA,US,US-NY,Red Hook,9NK4,,9NK4,"-73.856292, 42.024318"
9NR7,small_airport,Triple F Airpark,148,NA,US,US-NC,Salemburg,9NR7,,9NR7,"-78.565833, 35.018333"
9NR8,small_airport,Buie Field,203,NA,US,US-NC,Red Springs,9NR8,,9NR8,"-79.193611, 34.793333"
9NY4,small_airport,Kennedy Airfield,1760,NA,US,US-NY,Kennedy,9NY4,,9NY4,"-79.08180236816406, 42.100799560546875"
9NY6,small_airport,Mason Airway Airport,2170,NA,US,US-NY,Treadwell,9NY6,,9NY6,"-74.98629760742188, 42.324798583984375"
9NY7,small_airport,Hart Airport,925,NA,US,US-NY,Perth,9NY7,,9NY7,"-74.1510009765625, 43.032901763916016"
9OA3,small_airport,Bellville Dam Landing Strip,591,NA,US,US-OH,Long Bottom,9OA3,,9OA3,"-81.77760314941406, 39.08340072631836"
9OA4,small_airport,Gilmer Airport,1045,NA,US,US-OH,Lewisburg,9OA4,,9OA4,"-84.50969696044922, 39.830299377441406"
9OA5,small_airport,Buckeye Executive Airport,914,NA,US,US-OH,Hebron,9OA5,,9OA5,"-82.54998016357422, 39.962318420410156"
9OA7,small_airport,Jenkins Airport,655,NA,US,US-OH,Fremont,9OA7,,9OA7,"-83.11599731445312, 41.30979919433594"
9OA8,small_airport,Crocker Airport,830,NA,US,US-OH,Columbia Station,9OA8,,9OA8,"-81.9489974975586, 41.28229904174805"
9OA9,small_airport,Bender Airport,1140,NA,US,US-OH,Bellville,9OA9,,9OA9,"-82.53379821777344, 40.62139892578125"
