name,id,nametype,recclass,mass,fall,year,reclat,reclong,GeoLocation
Snyder Hill,23658,Valid,L5,1160,Found,1994,32.15833,-111.11333,"(32.158330, -111.113330)"
Social Circle,23659,Valid,"Iron, IVA",99300,Found,1927,33.7,-83.7,"(33.700000, -83.700000)"
Somervell County,23665,Valid,"Pallasite, PMG",11800,Found,1919,32.18333,-97.8,"(32.183330, -97.800000)"
Somesbar,23666,Valid,H6,60,Found,1977,41.38333,-123.5,"(41.383330, -123.500000)"
Soper,23669,Valid,"Iron, ungrouped",3700,Found,1938,34.03333,-95.58333,"(34.033330, -95.583330)"
South Bend,23675,Valid,"Pallasite, PMG",2500,Found,1893,41.65,-86.21667,"(41.650000, -86.216670)"
South Byron,23676,Valid,"Iron, ungrouped",6000,Found,1915,43.03333,-78.03333,"(43.033330, -78.033330)"
South Plains,23680,Valid,L5,4763,Found,1971,34.26667,-101.25,"(34.266670, -101.250000)"
Southampton,23682,Valid,Pallasite,3580,Found,2001,44.50642,-81.37217,"(44.506420, -81.372170)"
Spade,23686,Valid,H6,8860,Found,2000,34.00111,-102.12833,"(34.001110, -102.128330)"
Spearman,23687,Valid,"Iron, IIIAB",10400,Found,1934,36.25,-101.21667,"(36.250000, -101.216670)"
Springer,23688,Valid,H5,8143,Found,1965,36.34611,-97.185,"(36.346110, -97.185000)"
Springfield,23689,Valid,L6,3200,Found,1937,37.38333,-102.63333,"(37.383330, -102.633330)"
Springfield (b),23690,Valid,L,229.3,Found,1937,37.48333,-102.67667,"(37.483330, -102.676670)"
Springlake,23691,Valid,L6,17300,Found,1980,34.34444,-102.22361,"(34.344440, -102.223610)"
Spruce 001,56165,Valid,L5,983,Found,2011,40.801,-114.701,"(40.801000, -114.701000)"
Spruce 002,56166,Valid,L6,18,Found,2011,40.792,-114.708,"(40.792000, -114.708000)"
Squaw Creek,23693,Valid,"Iron, IIAB",14500,Found,,32,-98,"(32.000000, -98.000000)"
St. Ann,23079,Valid,H6,373.5,Found,1938,40.45,-100.75,"(40.450000, -100.750000)"
St. Francois County,23085,Valid,"Iron, IC",3600,Found,1863,37.75,-90.5,"(37.750000, -90.500000)"
St. Genevieve County,23086,Valid,"Iron, IIIF",244500,Found,1888,37.96667,-90.31667,"(37.966670, -90.316670)"
St. Lawrence,23088,Valid,LL6,2600,Found,1965,31.73333,-101.505,"(31.733330, -101.505000)"
St. Peter,23094,Valid,L5,6800,Found,1957,39.4,-100.03333,"(39.400000, -100.033330)"
St. Vrain,23095,Valid,OC,45.5,Found,1971,34.31833,-103.47167,"(34.318330, -103.471670)"
Starvation Flat,44800,Valid,L5,1250,Found,2002,36.7845,-114.94967,"(36.784500, -114.949670)"
Statesboro,23715,Valid,L5,2158.26,Found,2000,32.4375,-81.91667,"(32.437500, -81.916670)"
Staunton,23716,Valid,"Iron, IIIE",43500,Found,1869,38.21667,-79.05,"(38.216670, -79.050000)"
Sterley,56575,Valid,"Pallasite, PMG",1724.8,Found,1950,34.21,-101.39,"(34.210000, -101.390000)"
Sterling,23723,Valid,Pallasite,679.5,Found,1900,40.6,-103.18333,"(40.600000, -103.183330)"
Stewart Valley 001,55530,Valid,H6,75.6,Found,2001,36.2058,-116.17042,"(36.205800, -116.170420)"
Stewart Valley 002,55531,Valid,L6,28.9,Found,2001,36.20758,-116.16918,"(36.207580, -116.169180)"
Stewart Valley 003,55588,Valid,H4,6.8,Found,2001,36.21153,-116.16785,"(36.211530, -116.167850)"
Stewart Valley 004,55532,Valid,L6,58.9,Found,2001,36.25547,-116.18552,"(36.255470, -116.185520)"
Stewart Valley 005,55533,Valid,L6,62,Found,2001,36.22907,-116.17935,"(36.229070, -116.179350)"
Stewart Valley 006,55534,Valid,H4,20.1,Found,2001,36.23728,-116.1722,"(36.237280, -116.172200)"
Stewart Valley 007,55535,Valid,H4,8.7,Found,2001,36.23722,-116.17242,"(36.237220, -116.172420)"
Stewart Valley 008,55536,Valid,H6,4.2,Found,2001,36.23743,-116.17223,"(36.237430, -116.172230)"
Stewart Valley 009,55537,Valid,LL5,375,Found,2003,36.17557,-116.159,"(36.175570, -116.159000)"
Stewart Valley 010,55538,Valid,H5,41.7,Found,2003,36.18472,-116.14342,"(36.184720, -116.143420)"
Stewart Valley 011,55539,Valid,H6,49.6,Found,2003,36.21017,-116.16825,"(36.210170, -116.168250)"
Stewart Valley 012,55528,Valid,H6,130,Found,2012,36.235,-116.18358,"(36.235000, -116.183580)"
Stoneham,31330,Valid,H5,5000,Found,1960,40.63783,-103.69717,"(40.637830, -103.697170)"
Stonington,23727,Valid,H5,2700,Found,1942,37.28333,-102.2,"(37.283330, -102.200000)"
Stratton,23730,Valid,OC,121,Found,1964,39.22167,-102.59,"(39.221670, -102.590000)"
Study Butte,23734,Valid,H3-6,417,Found,1983,29.30167,-103.5,"(29.301670, -103.500000)"
Stump Spring 083,52752,Valid,LL6,13700,Found,2010,35.98728,-115.85828,"(35.987280, -115.858280)"
Sublette,23735,Valid,L6,1300,Found,1952,37.5,-100.83333,"(37.500000, -100.833330)"
Sulphur Springs Draw,23740,Valid,H5,1892,Found,1990,32.98333,-102.37833,"(32.983330, -102.378330)"
Summerfield,23743,Valid,L5,6200,Found,1979,34.76667,-102.41667,"(34.766670, -102.416670)"
Summit,23744,Valid,"Iron, IIAB",1000,Found,1890,34.2,-86.48333,"(34.200000, -86.483330)"
Sunray,23746,Valid,H4,4300,Found,1985,36,-101.83333,"(36.000000, -101.833330)"
Sunstone Knoll,23747,Valid,L6,15.6,Found,1985,39.16278,-112.70806,"(39.162780, -112.708060)"
Superior Valley 001,23748,Valid,H5,3.4,Found,2000,35.25448,-117.10972,"(35.254480, -117.109720)"
Superior Valley 002,23749,Valid,L6,145,Found,2000,35.22358,-117.1136,"(35.223580, -117.113600)"
Superior Valley 003,23750,Valid,H6,65.6,Found,2001,35.24742,-117.0999,"(35.247420, -117.099900)"
Superior Valley 004,23751,Valid,L6,15.3,Found,2001,35.23533,-117.1005,"(35.235330, -117.100500)"
Superior Valley 005,23752,Valid,H6,32.92,Found,2001,35.238,-117.0365,"(35.238000, -117.036500)"
Superior Valley 006,23753,Valid,H6,78.5,Found,2001,35.23883,-117.02667,"(35.238830, -117.026670)"
Superior Valley 007,23754,Valid,L6,67.21,Found,2001,35.23833,-117.03283,"(35.238330, -117.032830)"
Superior Valley 008,23755,Valid,L6,77.44,Found,2001,35.236,-117.044,"(35.236000, -117.044000)"
Superior Valley 009,23756,Valid,L6,116.42,Found,2001,35.23583,-117.044,"(35.235830, -117.044000)"
Superior Valley 010,23757,Valid,L4,26.26,Found,2001,35.23633,-117.04317,"(35.236330, -117.043170)"
Superior Valley 011,23758,Valid,H6,2.52,Found,2001,35.23617,-117.043,"(35.236170, -117.043000)"
Superior Valley 013,32767,Valid,L5,2.74,Found,2002,35.23333,-117.03945,"(35.233330, -117.039450)"
Superior Valley 014,34064,Valid,Acapulcoite,1.77,Found,2002,35.236,-117.04212,"(35.236000, -117.042120)"
Superior Valley 018,32768,Valid,H5,2.74,Found,2002,35.23667,-117.03945,"(35.236670, -117.039450)"
Superior Valley 020,31331,Valid,L6,307.75,Found,2003,35.23858,-117.02628,"(35.238580, -117.026280)"
Superior Valley 022,31332,Valid,H5,38.9,Found,2004,35.23705,-117.01618,"(35.237050, -117.016180)"
Superior Valley 026,44801,Valid,L4,15.8,Found,2006,35.23625,-117.04638,"(35.236250, -117.046380)"
Superstition Mountain,23759,Valid,H5,333,Found,2000,32.87083,-115.7825,"(32.870830, -115.782500)"
Surprise Springs,23761,Valid,"Iron, IAB-sLL",1500,Found,1899,34.16667,-115.91667,"(34.166670, -115.916670)"
Sutton,23763,Valid,H5,7600,Found,1964,40.6,-97.86667,"(40.600000, -97.866670)"
Suwanee Spring,23768,Valid,L5,1200,Found,1979,34.95,-107.16667,"(34.950000, -107.166670)"
Sweetwater,23770,Valid,H5,1760,Found,1961,32.55,-100.41667,"(32.550000, -100.416670)"
Tacoma,23777,Valid,"Iron, IAB complex",16.7,Found,1925,47.25,-122.41667,"(47.250000, -122.416670)"
Tafoya (a),23780,Valid,H4,270,Found,1951,36.45,-104.1,"(36.450000, -104.100000)"
Tafoya (b),23781,Valid,H5,490,Found,1951,36.45,-104.1,"(36.450000, -104.100000)"
Taiban,23785,Valid,L5,25000,Found,1934,34.45,-104.01667,"(34.450000, -104.016670)"
Taiban (b),23786,Valid,LL6,641,Found,1984,34.45,-104.01667,"(34.450000, -104.016670)"
Talpa,23793,Valid,H6,13000,Found,1963,31.86667,-99.58333,"(31.866670, -99.583330)"
Tamarack,51737,Valid,"Iron, IIAB",41,Found,2004,44.93389,-116.43167,"(44.933890, -116.431670)"
Tarahumara,23876,Valid,"Iron, IIE",2500,Found,1994,28.5,-106.25,"(28.500000, -106.250000)"
Tarlton,23880,Valid,H4,226.5,Found,1967,39.32,-82.37,"(39.320000, -82.370000)"
Tatum,23886,Valid,H4,1787,Found,1938,33.23333,-103.44167,"(33.233330, -103.441670)"
Tazewell,23891,Valid,"Iron, IAB-sLH",27000,Found,1853,36.43333,-83.75,"(36.433330, -83.750000)"
Techado,23892,Valid,"Iron, IIE",810,Found,1983,34.53333,-108.35,"(34.533330, -108.350000)"
Tell,23893,Valid,H6,16600,Found,1930,34.38333,-100.4,"(34.383330, -100.400000)"
Temple,23894,Valid,L6,5000,Found,1959,31.11667,-97.3,"(31.116670, -97.300000)"
Temple Bar,23895,Valid,CR,106,Found,1998,35.91667,-114.43333,"(35.916670, -114.433330)"
Texline,23906,Valid,H5,26200,Found,1937,36.4,-103.01667,"(36.400000, -103.016670)"
Thomson,23973,Valid,L6,218,Found,1888,33.46667,-82.48333,"(33.466670, -82.483330)"
Thoreau,23974,Valid,"Iron, IAB complex",500,Found,1954,35.28333,-108.26667,"(35.283330, -108.266670)"
Thumb Butte,53890,Valid,H3.8,105,Found,2008,35.16993,-114.45585,"(35.169930, -114.455850)"
Thurlow,23979,Valid,"Iron, IIIAB",5500,Found,1888,44.75,-77.58333,"(44.750000, -77.583330)"
Thurman,23980,Valid,OC,1959,Found,1965,39.52167,-103.16667,"(39.521670, -103.166670)"
Tierra Blanca,23988,Valid,Winonaite,860,Found,1965,34.93333,-102.01667,"(34.933330, -102.016670)"
Timber Creek,24000,Valid,L4,7,Found,1982,34.98333,-101.73333,"(34.983330, -101.733330)"
Timber Lake,57160,Valid,H3,8660,Found,2011,45.425,-101.097,"(45.425000, -101.097000)"
Tinnie,24006,Valid,"Iron, IVB",15300,Found,1978,33.38333,-105.25,"(33.383330, -105.250000)"
Tishomingo,24010,Valid,"Iron, ungrouped",260000,Found,1965,34.25,-96.68333,"(34.250000, -96.683330)"
Tobe,24014,Valid,H4,5386,Found,1963,37.2,-103.58333,"(37.200000, -103.583330)"
Tokio (a),24016,Valid,H5,6600,Found,1974,33.21667,-102.63167,"(33.216670, -102.631670)"
Tokio (b),24017,Valid,OC,823,Found,1974,33.205,-102.65833,"(33.205000, -102.658330)"
Tombigbee River,24021,Valid,"Iron, IIG",43000,Found,1859,32.23333,-88.2,"(32.233330, -88.200000)"
Tomhannock Creek,24022,Valid,H5,1500,Found,1863,42.88333,-73.6,"(42.883330, -73.600000)"
Tonganoxie,24025,Valid,"Iron, IIIAB",11800,Found,1886,39.08333,-95.11667,"(39.083330, -95.116670)"
Torreon de Mata,24031,Valid,L6,610,Found,1983,26.83333,-105.41667,"(26.833330, -105.416670)"
Toulon,24035,Valid,H5,1214.5,Found,1962,41.11667,-89.80833,"(41.116670, -89.808330)"
Travis County (a),24040,Valid,H5,175400,Found,1889,30.3,-97.7,"(30.300000, -97.700000)"
Travis County (b),24041,Valid,H4,5900,Found,1889,30.55556,-97.95278,"(30.555560, -97.952780)"
Trenton,24045,Valid,"Iron, IIIAB",505000,Found,1858,43.36667,-88.13333,"(43.366670, -88.133330)"
Tres Castillos,24047,Valid,"Iron, ungrouped",150000,Found,1992,29.47,-105.8,"(29.470000, -105.800000)"
Trilby Wash,35339,Valid,L4,846,Found,2005,33.91667,-112.55,"(33.916670, -112.550000)"
Truckton,24055,Valid,H5,43.4,Found,1978,38.58139,-104.07667,"(38.581390, -104.076670)"
Tryon,24056,Valid,L6,15900,Found,1934,41.55,-100.96667,"(41.550000, -100.966670)"
Tucson,24061,Valid,"Iron, ungrouped",975000,Found,1850,31.85,-110.96667,"(31.850000, -110.966670)"
Tule Draw,24064,Valid,H5,2300,Found,1981,34.66667,-102,"(34.666670, -102.000000)"
Tule Valley,24065,Valid,L6,17.69,Found,2001,38.99861,-113.38167,"(38.998610, -113.381670)"
Tule Valley Hardpan 001,54682,Valid,L5,5.1,Found,2009,38.94306,-113.37833,"(38.943060, -113.378330)"
Tule Valley Hardpan 002,54683,Valid,H5,1.32,Found,2009,38.945,-113.38222,"(38.945000, -113.382220)"
Tulia (a),24066,Valid,H3-4,86000,Found,1917,34.61667,-101.95,"(34.616670, -101.950000)"
Tulia (b),24067,Valid,L6,4800,Found,1917,34.53333,-101.7,"(34.533330, -101.700000)"
Tulia (d),24069,Valid,H6,17700,Found,1981,34.60667,-101.76667,"(34.606670, -101.766670)"
Tulia (iron),24070,Valid,Iron,190,Found,1969,34.555,-101.63,"(34.555000, -101.630000)"
Tungsten Mountain 001,24072,Valid,H4,31.73,Found,2000,39.63611,-117.65472,"(39.636110, -117.654720)"
Tungsten Mountain 002,24073,Valid,H6,11.3,Found,2001,39.67357,-117.60432,"(39.673570, -117.604320)"
Tungsten Mountain 003,24074,Valid,H4,7.8,Found,2001,39.68449,-117.62072,"(39.684490, -117.620720)"
Tungsten Mountain 004,24075,Valid,H6,8.1,Found,2001,39.68444,-117.62022,"(39.684440, -117.620220)"
Tungsten Mountain 005,24076,Valid,L6,4.7,Found,2001,39.6844,-117.62007,"(39.684400, -117.620070)"
Tungsten Mountain 006,24077,Valid,L6,8.8,Found,2001,39.68436,-117.62018,"(39.684360, -117.620180)"
Tungsten Mountain 007,24078,Valid,H5,44,Found,2001,39.68518,-117.62105,"(39.685180, -117.621050)"
Tungsten Mountain 008,24079,Valid,H5,7,Found,2001,39.68072,-117.62778,"(39.680720, -117.627780)"
Tungsten Mountain 009,24080,Valid,H4,31,Found,2001,39.68035,-117.62918,"(39.680350, -117.629180)"
Tungsten Mountain 010,24081,Valid,H5,13.4,Found,2001,39.68432,-117.62052,"(39.684320, -117.620520)"
Tungsten Mountain 011,50908,Valid,CV3,186.52,Found,2003,39.683333,-117.616667,"(39.683333, -117.616667)"
Tungsten Mountain 113,35730,Valid,H4/5,4.48,Found,2004,39.67917,-117.62675,"(39.679170, -117.626750)"
Tungsten Mountain 204,51585,Valid,H4,41.6,Found,2005,39.67888,-117.62945,"(39.678880, -117.629450)"
Tungsten Mountain 533,51851,Valid,H5,25.3,Found,2007,39.68945,-117.62358,"(39.689450, -117.623580)"
Tungsten Mountain 535,51852,Valid,H4,26.1,Found,2007,39.68908,-117.62257,"(39.689080, -117.622570)"
Tungsten Mountain 541,52014,Valid,H3.8,5.7,Found,2007,39.6884,-117.62422,"(39.688400, -117.624220)"
Tungsten Mountain 542,51853,Valid,H5,4.6,Found,2007,39.6872,-117.62618,"(39.687200, -117.626180)"
Tungsten Mountain 543,51854,Valid,H4,18.1,Found,2007,39.68938,-117.62032,"(39.689380, -117.620320)"
Tungsten Mountain 563,51855,Valid,H5,9.3,Found,2007,39.6772,-117.62858,"(39.677200, -117.628580)"
Tungsten Mountain 572,51856,Valid,H6,10.7,Found,2007,39.68105,-117.61325,"(39.681050, -117.613250)"
Tungsten Mountain 573,53844,Valid,H4,68,Found,2010,39.68973,-117.61822,"(39.689730, -117.618220)"
Tupelo,56551,Valid,EL6,280,Found,2012,34.24216,-88.77594,"(34.242160, -88.775940)"
Turtle River,24085,Valid,"Iron, IIIAB",22390,Found,1953,47.6,-94.76667,"(47.600000, -94.766670)"
Twentynine Palms,24089,Valid,L,19700,Found,1944,34.075,-116.01667,"(34.075000, -116.016670)"
Twin City,24090,Valid,"Iron, IAB-ung",5130,Found,1955,32.58333,-82.01667,"(32.583330, -82.016670)"
Two Buttes (a),24091,Valid,H5,19700,Found,1962,37.63333,-102.41667,"(37.633330, -102.416670)"
Two Buttes (b),24092,Valid,H,3000,Found,1970,37.63333,-102.41667,"(37.633330, -102.416670)"
Twodot,24093,Valid,H6,21400,Found,1999,46.7,-110.13333,"(46.700000, -110.133330)"
Udall Park,24100,Valid,H4,150,Found,1985,32.25,-110.83333,"(32.250000, -110.833330)"
Ulysses,24110,Valid,H4,3900,Found,1927,37.6,-101.25,"(37.600000, -101.250000)"
Umbarger,24113,Valid,L6,13000,Found,1954,34.95,-102.1175,"(34.950000, -102.117500)"
Union County,24122,Valid,"Iron, IC",6800,Found,1853,34.75,-84,"(34.750000, -84.000000)"
Uruachic,24130,Valid,"Iron, IIIAB",13000,Found,1989,27.85,-108.23333,"(27.850000, -108.233330)"
Ute Creek,24134,Valid,H4,1000,Found,1936,36.2,-103.9,"(36.200000, -103.900000)"
Uvalde,24137,Valid,H5,8200,Found,1915,29.2,-99.76667,"(29.200000, -99.766670)"
Uwharrie,24139,Valid,"Iron, IIIAB",72700,Found,1930,35.51667,-79.96667,"(35.516670, -79.966670)"
Valentine,24148,Valid,L4,2300,Found,1942,42.93333,-100.75,"(42.933330, -100.750000)"
Valley Wells,24152,Valid,L6,129.9,Found,1929,35.46667,-115.66667,"(35.466670, -115.666670)"
Ventura,24159,Valid,"Iron, IAB-ung",7700,Found,1953,34.25,-119.3,"(34.250000, -119.300000)"
Venus,24160,Valid,H4,1013,Found,1960,32.4,-97.08333,"(32.400000, -97.083330)"
Vermillion,24167,Valid,"Pallasite, ungrouped",34360,Found,1991,39.73633,-96.36133,"(39.736330, -96.361330)"
Vigo Park,24175,Valid,L4,35,Found,1934,34.68333,-101.38333,"(34.683330, -101.383330)"
Villa Coronado,24177,Valid,H5,2900,Found,1983,26.75,-105.25,"(26.750000, -105.250000)"
Villa Natamoros,24178,Valid,L3.7,156,Found,1987,26.75,-105.4,"(26.750000, -105.400000)"
Waconda,24195,Valid,L6,50000,Found,1873,39.33333,-98.16667,"(39.333330, -98.166670)"
Wagon Mound,24196,Valid,L6,87500,Found,1932,35.84083,-104.58583,"(35.840830, -104.585830)"
Wah Wah Valley,24197,Valid,L6,9,Found,1986,38.67667,-113.30167,"(38.676670, -113.301670)"
Waka,24200,Valid,H6,11875,Found,1963,36.15,-101.05,"(36.150000, -101.050000)"
Walcott,24201,Valid,H5,2000,Found,1983,32.4,-101.95,"(32.400000, -101.950000)"
Waldo,24202,Valid,L6,1300,Found,1937,39.1,-98.83333,"(39.100000, -98.833330)"
Waldron Ridge,24203,Valid,"Iron, IAB complex",13600,Found,1887,36.63333,-83.83333,"(36.633330, -83.833330)"
Walker County,24204,Valid,"Iron, IIAB",74800,Found,1832,34,-87.16667,"(34.000000, -87.166670)"
Wallapai,24206,Valid,"Iron, IID",430000,Found,1927,35.8,-113.7,"(35.800000, -113.700000)"
Walltown,24208,Valid,L6,1600,Found,1956,37.325,-84.71667,"(37.325000, -84.716670)"
Walnut Hill,24209,Valid,OC,220,Found,1978,43.827,-70.24717,"(43.827000, -70.247170)"
Waltman,24211,Valid,L4,23410,Found,1948,43,-107.16667,"(43.000000, -107.166670)"
Wardswell Draw,24214,Valid,L6,3000,Found,1976,32.90333,-102.925,"(32.903330, -102.925000)"
Warm Springs Wilderness,32769,Valid,H4-6,156.9,Found,2003,34.78698,-114.25052,"(34.786980, -114.250520)"
Washington County,24217,Valid,"Iron, ungrouped",5750,Found,1927,39.7,-103.16667,"(39.700000, -103.166670)"
Waterville,24219,Valid,"Iron, IAB-ung",37125,Found,1917,47.767778,-119.876389,"(47.767778, -119.876389)"
Wathena,24220,Valid,"Iron, IIAB",566,Found,1939,39.81667,-94.91667,"(39.816670, -94.916670)"
Watonga,55758,Valid,LL3.1,5025,Found,1960,35.833333,-98.4,"(35.833333, -98.400000)"
Waverly,24224,Valid,"Iron, IAB-an",4400,Found,1983,32.68333,-85.56667,"(32.683330, -85.566670)"
Wayside,24225,Valid,H6,23600,Found,1973,34.80167,-101.68333,"(34.801670, -101.683330)"
Weatherford,24226,Valid,CBa,2000,Found,1926,35.5,-98.7,"(35.500000, -98.700000)"
Weaver Mountains,24227,Valid,"Iron, IVB",38800,Found,1898,34.25,-112.75,"(34.250000, -112.750000)"
Weldona,24234,Valid,H4,27700,Found,1934,40.35,-103.95,"(40.350000, -103.950000)"
Welland,24235,Valid,"Iron, IIIAB",8200,Found,1888,43.01667,-79.21667,"(43.016670, -79.216670)"
Wellington,24236,Valid,H5,13400,Found,1955,34.95,-100.25,"(34.950000, -100.250000)"
Wellman (a),24237,Valid,H5,55000,Found,1940,33.03333,-102.33333,"(33.033330, -102.333330)"
Wellman (b),24238,Valid,OC,343,Found,1964,33.025,-102.41667,"(33.025000, -102.416670)"
Wellman (c),24239,Valid,H4,45000,Found,1964,33.03333,-102.33333,"(33.033330, -102.333330)"
Wellman (d),24240,Valid,H,1615,Found,1966,33.01667,-102.36667,"(33.016670, -102.366670)"
Wellman (e),24241,Valid,H4,959,Found,1973,33.67833,-102.315,"(33.678330, -102.315000)"
Wells,24242,Valid,LL3.3,4135,Found,1985,33.05,-101.93333,"(33.050000, -101.933330)"
West Point,24246,Valid,L6,3100,Found,1972,33.075,-102.045,"(33.075000, -102.045000)"
Western Arkansas,24248,Valid,"Iron, IVA",1750,Found,1890,35,-94,"(35.000000, -94.000000)"
White Elephant,24252,Valid,L4,10.4,Found,1997,35.89,-114.20333,"(35.890000, -114.203330)"
White Hills,24253,Valid,Mesosiderite,11.7,Found,1999,35.85667,-114.22333,"(35.856670, -114.223330)"
Whitman,24254,Valid,H5,221,Found,1937,42.03333,-101.5,"(42.033330, -101.500000)"
Wichita,24256,Valid,H6,2367,Found,1971,37.59183,-97.21497,"(37.591830, -97.214970)"
Wichita County,24257,Valid,"Iron, IAB-MG",145000,Found,1836,34.06667,-98.91667,"(34.066670, -98.916670)"
Wickenburg (stone),24258,Valid,L6,9200,Found,1940,33.96667,-112.73333,"(33.966670, -112.733330)"
Wikieup,24260,Valid,H5,372,Found,1965,34.7,-113.6,"(34.700000, -113.600000)"
Wilburton,24262,Valid,H5,207.8,Found,1940,37.08333,-101.76667,"(37.083330, -101.766670)"
Wild Horse,24264,Valid,H5,1360,Found,1979,39.41667,-103.2,"(39.416670, -103.200000)"
Wildcat Peak,24266,Valid,H5,202,Found,1998,32.56533,-111.7255,"(32.565330, -111.725500)"
Wilder,24267,Valid,H5,26600,Found,1982,43.72444,-116.91167,"(43.724440, -116.911670)"
Wiley,24268,Valid,"Iron, IIC",3500,Found,1938,38.15,-102.66667,"(38.150000, -102.666670)"
Willamette,24269,Valid,"Iron, IIIAB",15500000,Found,1902,45.36667,-122.58333,"(45.366670, -122.583330)"
Willard (a),24270,Valid,L6,800,Found,1978,34.43333,-105.78333,"(34.433330, -105.783330)"
Willard (b),24271,Valid,H3.6,12700,Found,1934,34.5,-105.83333,"(34.500000, -105.833330)"
Willcox Playa,24273,Valid,H4,61.5,Found,1979,32.125,-109.83333,"(32.125000, -109.833330)"
Willcox Playa 002,24274,Valid,L6,12,Found,2001,32.18167,-109.7895,"(32.181670, -109.789500)"
Willcox Playa 004,51581,Valid,L6,19.9,Found,2004,32.14202,-109.82423,"(32.142020, -109.824230)"
Willcox Playa 005,51582,Valid,H5,278.4,Found,2004,32.0939,-109.88412,"(32.093900, -109.884120)"
Willcox Playa 006,51583,Valid,H6,3.1,Found,2004,32.11288,-109.89265,"(32.112880, -109.892650)"
Willcox Playa 007,51584,Valid,L6,62.4,Found,2004,32.18843,-109.84563,"(32.188430, -109.845630)"
Willcox Playa 009,52851,Valid,Mesosiderite,160,Found,2009,32.07667,-109.8455,"(32.076670, -109.845500)"
Williston,24275,Valid,"Iron, IIIAB",7645,Found,1962,47.98333,-103.65,"(47.983330, -103.650000)"
Willow Creek,24276,Valid,"Iron, IIIE",51000,Found,1914,43.46667,-106.76667,"(43.466670, -106.766670)"
Willow Wash,47353,Valid,H3.5,552,Found,2006,35.37358,-115.34388,"(35.373580, -115.343880)"
Willowbar,24278,Valid,L6,2070,Found,1971,36.73333,-102.2,"(36.733330, -102.200000)"
Willowdale,24279,Valid,H4,3000,Found,1951,37.53333,-98.36667,"(37.533330, -98.366670)"
Wilmot,24280,Valid,H6,2000,Found,1944,37.38333,-96.86667,"(37.383330, -96.866670)"
Wimberley,24282,Valid,"Iron, IIIAB",7800,Found,1976,29.96667,-98.11667,"(29.966670, -98.116670)"
Winona,24285,Valid,Winonaite,24000,Found,1928,35.2,-111.4,"(35.200000, -111.400000)"
Winterhaven,47732,Valid,Howardite,2100,Found,2002,32.95,-114.666667,"(32.950000, -114.666667)"
Withrow,24320,Valid,"Iron, IIIAB?",8732,Found,1950,47.70667,-119.83,"(47.706670, -119.830000)"
Wolsey,24328,Valid,"Iron, IAB-MG",74830,Found,1981,44.4,-98.53333,"(44.400000, -98.533330)"
Wood Lake,50910,Valid,H4,350,Found,2003,45,-79.06667,"(45.000000, -79.066670)"
Woodbine,24330,Valid,"Iron, IAB-ung",48200,Found,1953,42.34667,-90.1675,"(42.346670, -90.167500)"
Wood's Mountain,24332,Valid,"Iron, IVA",3867,Found,1918,35.68333,-82.18333,"(35.683330, -82.183330)"
Woodward County,24333,Valid,H4,45500,Found,1923,36.5,-99.5,"(36.500000, -99.500000)"
Wooster,24336,Valid,"Iron, IAB-sLL",22700,Found,1858,40.76667,-81.95,"(40.766670, -81.950000)"
Wray (a),24338,Valid,H4-an,281.7,Found,1936,40.05,-102.2,"(40.050000, -102.200000)"
Wray (b),24339,Valid,L5,3884,Found,1938,40.33083,-102.19583,"(40.330830, -102.195830)"
Yelland 001,54765,Valid,L6,4.5,Found,2011,39.55801,-114.42715,"(39.558010, -114.427150)"
Yelland Dry Lake,52641,Valid,H4,76000,Found,2007,39.35067,-114.40783,"(39.350670, -114.407830)"
Yocemento,30364,Valid,L4,5920,Found,1966,38.9,-99.43333,"(38.900000, -99.433330)"
York (iron),30367,Valid,"Iron, IIIAB",835,Found,1878,40.75,-97.5,"(40.750000, -97.500000)"
York (stone),30368,Valid,L6,1440,Found,1928,40.86667,-97.6,"(40.866670, -97.600000)"
Yorktown (Texas),30371,Valid,H5,3500,Found,1957,28.95,-97.40278,"(28.950000, -97.402780)"
Ysleta,30375,Valid,"Iron, ungrouped",140700,Found,1914,31.65,-106.18333,"(31.650000, -106.183330)"
Yucca 015,57175,Valid,H-metal,3,Found,2011,34.8197,-114.2761,"(34.819700, -114.276100)"
Yucca 016,57158,Valid,H5,25.9,Found,2011,34.82658,-114.27763,"(34.826580, -114.277630)"
Yucca 017,57159,Valid,H5,200,Found,2011,34.81923,-114.27735,"(34.819230, -114.277350)"
Zaffra,30383,Valid,"Iron, IAB-MG",3000,Found,1919,35,-94.75,"(35.000000, -94.750000)"
Zapaliname,30392,Valid,"Iron, IAB-MG",85000,Found,1998,25.00944,-100.75,"(25.009440, -100.750000)"
Zapata County,30393,Valid,Iron,,Found,1930,27,-99,"(27.000000, -99.000000)"
Zenda,30400,Valid,"Iron, IAB complex",3700,Found,1955,42.51333,-88.48944,"(42.513330, -88.489440)"
Zulu Queen,30414,Valid,L3.7,200,Found,1976,33.98333,-115.68333,"(33.983330, -115.683330)"
